No;% accepted last year;% immediately rejected last year;Articles published last year;Average number of review reports;Average number of review rounds;Decision time immediate rejection;Difficulty of reviewer comments;Duration first review;Five-year impact factor;Issues per year;Journal link;Kind of complaint procedure;Manuscript handling fee?;Manuscripts received last year;Open access status;Overall rating manuscript handlingOverall rating manuscript handling;Quality of review reports;Total handling time accepted manuscripts;Two-year impact factor
37.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/photodermatology-photoimmunology-and-photomedicine/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
38.0;['n/a'];['n/a'];['n/a'];2.4;1.8;9 days;3.6;1.3 mnths;['n/a'];['n/a'];https://scirev.org/journal/elife/;['n/a'];['n/a'];['n/a'];['n/a'];4.4 ;4.1;2.1 mnths;['n/a']
39.0;['n/a'];['n/a'];['n/a'];;;6 days;;;['n/a'];['n/a'];https://scirev.org/journal/nature-microbiology/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
40.0;['n/a'];['n/a'];['n/a'];2.0;1.5;16 days;5.0;2.2 mnths;['n/a'];['n/a'];https://scirev.org/journal/clinical-infectious-diseases/;['n/a'];['n/a'];['n/a'];['n/a'];3.5 ;4.5;2.7 mnths;['n/a']
41.0;['n/a'];['n/a'];['n/a'];2.3;2.0;6 days;1.7;2.9 mnths;['n/a'];['n/a'];https://scirev.org/journal/tuberculosis/;['n/a'];['n/a'];['n/a'];['n/a'];4.0 ;3.0;3.4 mnths;['n/a']
42.0;['n/a'];['n/a'];['n/a'];1.0;1.3;2 days;4.0;1.6 mnths;['n/a'];['n/a'];https://scirev.org/journal/infection/;['n/a'];['n/a'];['n/a'];['n/a'];3.7 ;3.5;2.0 mnths;['n/a']
43.0;['n/a'];['n/a'];['n/a'];2.0;2.0;3 days;2.7;2.3 mnths;['n/a'];['n/a'];https://scirev.org/journal/bmc-microbiology/;['n/a'];['n/a'];['n/a'];['n/a'];4.3 ;4.3;3.1 mnths;['n/a']
44.0;['n/a'];['n/a'];['n/a'];2.0;2.0;3 days;1.0;6.2 mnths;['n/a'];['n/a'];https://scirev.org/journal/emerging-infectious-diseases/;['n/a'];['n/a'];['n/a'];['n/a'];2.0 ;3.0;6.4 mnths;['n/a']
45.0;['n/a'];['n/a'];['n/a'];10.0;2.0;10 days;5.0;7.0 mnths;['n/a'];['n/a'];https://scirev.org/journal/clinical-anatomy/;['n/a'];['n/a'];['n/a'];['n/a'];5.0 ;5.0;7.1 mnths;['n/a']
46.0;['n/a'];['n/a'];['n/a'];2.0;3.0;152 days;4.0;1.5 mnths;['n/a'];['n/a'];https://scirev.org/journal/brain-structure-and-function/;['n/a'];['n/a'];['n/a'];['n/a'];5.0 ;5.0;2.7 mnths;['n/a']
47.0;['n/a'];['n/a'];['n/a'];1.5;2.0;;3.5;1.2 mnths;['n/a'];['n/a'];https://scirev.org/journal/european-journal-of-cell-biology/;['n/a'];['n/a'];['n/a'];['n/a'];4.0 ;4.0;2.0 mnths;['n/a']
48.0;['n/a'];['n/a'];['n/a'];2.0;2.0;3 days;0.0;4.0 mnths;['n/a'];['n/a'];https://scirev.org/journal/international-journal-of-antimicrobial-agents/;['n/a'];['n/a'];['n/a'];['n/a'];4.0 ;4.0;4.1 mnths;['n/a']
49.0;['n/a'];['n/a'];['n/a'];2.0;2.0;5 days;1.0;1.1 mnths;['n/a'];['n/a'];https://scirev.org/journal/journal-of-clinical-microbiology/;['n/a'];['n/a'];['n/a'];['n/a'];5.0 ;4.0;1.5 mnths;['n/a']
0.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/clinical-hemorheology-and-microcirculation/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
1.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/tree-physiology/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
2.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/american-journal-of-physiology-lung-cellular-and-molecular-physiology/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
3.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-applied-physiology/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
4.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/bmc-physiology/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
5.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/physiological-research/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
6.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/advances-in-physiology-education/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
7.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-veterinary-cardiology/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
8.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/drug-design-development-and-therapy/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
9.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/audiology-and-neuro-otology/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
10.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/chronobiology-international/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
11.0;['24'];['24'];['180'];;;;;;['3.05'];['12'];https://scirev.org/journal/experimental-physiology/;['Editor'];['no'];['385'];['optional'];;;;['2.79']
12.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/neuroscience-bulletin/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
13.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-clinical-neurophysiology/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
14.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/cell-structure-and-function/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
15.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-phytopathology/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
16.0;['n/a'];['n/a'];['n/a'];2.2;2.0;;1.6;1.5 mnths;['n/a'];['n/a'];https://scirev.org/journal/plant-physiology/;['n/a'];['n/a'];['n/a'];['n/a'];4.4 ;4.6;1.9 mnths;['n/a']
17.0;['n/a'];['n/a'];['n/a'];2.0;2.3;;3.0;3.1 mnths;['n/a'];['n/a'];https://scirev.org/journal/quarterly-journal-of-experimental-psychology/;['n/a'];['n/a'];['n/a'];['n/a'];4.0 ;3.7;5.4 mnths;['n/a']
18.0;['n/a'];['n/a'];['n/a'];2.0;1.0;;;0.8 mnths;['n/a'];['n/a'];https://scirev.org/journal/acs-chemical-neuroscience/;['n/a'];['n/a'];['n/a'];['n/a'];3.0 ;2.0;0.8 mnths;['n/a']
19.0;['n/a'];['n/a'];['440'];2.5;2.5;;1.0;1.2 mnths;[];['24'];https://scirev.org/journal/journal-of-experimental-biology/;['Editor'];['no'];['n/a'];['optional'];5.0 ;3.5;1.9 mnths;[]
20.0;['n/a'];['n/a'];['n/a'];1.5;2.0;;3.5;1.1 mnths;['n/a'];['n/a'];https://scirev.org/journal/frontiers-in-plant-science/;['n/a'];['n/a'];['n/a'];['n/a'];4.5 ;4.5;1.8 mnths;['n/a']
21.0;['n/a'];['n/a'];['n/a'];2.0;1.5;;2.0;1.2 mnths;['n/a'];['n/a'];https://scirev.org/journal/psychophysiology/;['n/a'];['n/a'];['n/a'];['n/a'];3.5 ;3.0;2.0 mnths;['n/a']
22.0;['45'];['3'];['500'];3.0;2.0;;3.0;1.3 mnths;['3.00'];['12'];https://scirev.org/journal/journal-of-neurophysiology/;['$85'];['yes'];['1150'];['optional'];4.0 ;4.0;2.2 mnths;['Editorial board']
23.0;['n/a'];['n/a'];['n/a'];2.5;1.5;;2.0;1.9 mnths;['n/a'];['n/a'];https://scirev.org/journal/journal-of-hypertension/;['n/a'];['n/a'];['n/a'];['n/a'];3.0 ;2.5;2.4 mnths;['n/a']
24.0;['n/a'];['n/a'];['n/a'];5.0;1.5;;4.0;0.8 mnths;['n/a'];['n/a'];https://scirev.org/journal/antioxidants-and-redox-signaling/;['n/a'];['n/a'];['n/a'];['n/a'];2.0 ;2.0;2.3 mnths;['n/a']
25.0;['n/a'];['n/a'];['n/a'];2.0;2.0;;2.0;2.3 mnths;['n/a'];['n/a'];https://scirev.org/journal/muscle-and-nerve/;['n/a'];['n/a'];['n/a'];['n/a'];3.5 ;4.0;4.6 mnths;['n/a']
26.0;['n/a'];['n/a'];['n/a'];5.0;2.0;;1.0;1.0 mnths;['n/a'];['n/a'];https://scirev.org/journal/aging-and-disease/;['n/a'];['n/a'];['n/a'];['n/a'];4.0 ;3.0;1.5 mnths;['n/a']
27.0;['n/a'];['n/a'];['n/a'];2.0;2.0;;2.0;0.7 mnths;['n/a'];['n/a'];https://scirev.org/journal/peptides/;['n/a'];['n/a'];['n/a'];['n/a'];5.0 ;5.0;0.7 mnths;['n/a']
28.0;['n/a'];['n/a'];['n/a'];2.0;1.0;;;1.4 mnths;['n/a'];['n/a'];https://scirev.org/journal/digestive-diseases-and-sciences/;['n/a'];['n/a'];['n/a'];['n/a'];4.0 ;4.0;1.4 mnths;['n/a']
29.0;['n/a'];['n/a'];['n/a'];2.0;2.0;;2.0;0.9 mnths;['n/a'];['n/a'];https://scirev.org/journal/journal-of-biological-rhythms/;['n/a'];['n/a'];['n/a'];['n/a'];5.0 ;5.0;1.3 mnths;['n/a']
30.0;['n/a'];['n/a'];['n/a'];3.0;2.0;;4.0;0.9 mnths;['n/a'];['n/a'];https://scirev.org/journal/cardiovascular-research/;['n/a'];['n/a'];['n/a'];['n/a'];0.0 ;1.0;1.8 mnths;['n/a']
31.0;['25'];['35'];['325'];2.0;2.0;;2.0;1.0 mnths;['4.83'];['24'];https://scirev.org/journal/journal-of-physiology/;['Editor'];['no'];['1270'];['optional'];3.0 ;3.0;1.7 mnths;['4.38']
32.0;['n/a'];['n/a'];['n/a'];2.0;1.0;;;0.3 mnths;['n/a'];['n/a'];https://scirev.org/journal/biological-rhythm-research/;['n/a'];['n/a'];['n/a'];['n/a'];5.0 ;5.0;0.3 mnths;['n/a']
33.0;['n/a'];['n/a'];['n/a'];;;7 days;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-experimental-botany/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
34.0;['n/a'];['n/a'];['n/a'];2.0;2.0;;1.0;1.6 mnths;['n/a'];['n/a'];https://scirev.org/journal/cell-calcium/;['n/a'];['n/a'];['n/a'];['n/a'];3.0 ;3.0;2.1 mnths;['n/a']
35.0;['n/a'];['n/a'];['n/a'];;;182 days;;;['n/a'];['n/a'];https://scirev.org/journal/human-physiology/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
36.0;['n/a'];['n/a'];['n/a'];3.0;1.0;;;0.9 mnths;['n/a'];['n/a'];https://scirev.org/journal/molecular-plant-microbe-interactions/;['n/a'];['n/a'];['n/a'];['n/a'];3.0 ;1.0;0.9 mnths;['n/a']
37.0;['n/a'];['n/a'];['n/a'];2.0;2.0;;4.0;1.4 mnths;['n/a'];['n/a'];https://scirev.org/journal/hypertension-research/;['n/a'];['n/a'];['n/a'];['n/a'];4.0 ;4.0;1.9 mnths;['n/a']
38.0;['n/a'];['n/a'];['n/a'];2.0;3.0;;5.0;1.2 mnths;['n/a'];['n/a'];https://scirev.org/journal/physiologia-plantarum/;['n/a'];['n/a'];['n/a'];['n/a'];4.0 ;5.0;2.6 mnths;['n/a']
39.0;['n/a'];['n/a'];['n/a'];;;3 days;;;['n/a'];['n/a'];https://scirev.org/journal/comparative-biochemistry-and-physiology-part-a-molecular-and-integrative-physiology/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
40.0;['n/a'];['n/a'];['n/a'];3.0;2.0;;4.0;0.5 mnths;['n/a'];['n/a'];https://scirev.org/journal/american-journal-of-physiology-regulatory-integrative-and-comparative-physiology/;['n/a'];['n/a'];['n/a'];['n/a'];5.0 ;4.0;0.7 mnths;['n/a']
41.0;['n/a'];['n/a'];['n/a'];2.0;1.0;;;0.8 mnths;['n/a'];['n/a'];https://scirev.org/journal/journal-of-bioenergetics-and-biomembranes/;['n/a'];['n/a'];['n/a'];['n/a'];4.0 ;3.0;0.8 mnths;['n/a']
42.0;['n/a'];['n/a'];['n/a'];2.0;2.0;;2.0;0.4 mnths;['n/a'];['n/a'];https://scirev.org/journal/regulatory-peptides/;['n/a'];['n/a'];['n/a'];['n/a'];5.0 ;5.0;0.5 mnths;['n/a']
43.0;['n/a'];['n/a'];['n/a'];1.0;2.0;;4.0;1.8 mnths;['n/a'];['n/a'];https://scirev.org/journal/fish-physiology-and-biochemistry/;['n/a'];['n/a'];['n/a'];['n/a'];4.0 ;3.0;2.2 mnths;['n/a']
44.0;['n/a'];['n/a'];['n/a'];3.0;1.0;;;3.0 mnths;['n/a'];['n/a'];https://scirev.org/journal/journal-of-biological-regulators-and-homeostatic-agents/;['n/a'];['n/a'];['n/a'];['n/a'];4.0 ;4.0;3.0 mnths;['n/a']
45.0;['n/a'];['n/a'];['n/a'];2.0;2.0;;3.0;0.7 mnths;['n/a'];['n/a'];https://scirev.org/journal/respiratory-physiology-and-neurobiology/;['n/a'];['n/a'];['n/a'];['n/a'];4.0 ;2.0;1.0 mnths;['n/a']
46.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-psychophysiology/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
47.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/general-physiology-and-biophysics/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
48.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/archives-italiennes-de-biologie/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
49.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/cereal-research-communications/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
0.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/plant-cell-and-environment/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
1.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-plant-physiology/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
2.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/vascular-pharmacology/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
3.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/angiogenesis/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
4.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/nephron-physiology/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
5.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/physiology-and-molecular-biology-of-plants/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
6.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/american-journal-of-physiology-gastrointestinal-and-liver-physiology/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
7.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/medical-oncology/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
8.0;['40'];['20'];['65'];;;;;;['2.91'];['6'];https://scirev.org/journal/journal-of-the-association-for-research-in-otolaryngology-jaro/;['Editor'];['no'];['160'];['optional'];;;;['2.60']
9.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/physiological-genomics/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
10.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-molecular-histology/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
11.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/clinical-and-experimental-nephrology/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
12.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/skin-pharmacology-and-physiology/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
13.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/acta-histochemica-et-cytochemica/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
14.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-thermal-biology/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
15.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/high-altitude-medicine-and-biology/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
16.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/clinical-physiology-and-functional-imaging/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
17.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/trees-structure-and-function/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
18.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/bone/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
19.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/physiological-reviews/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
20.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-physiological-anthropology/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
21.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/american-journal-of-physiology-cell-physiology/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
22.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/korean-journal-of-physiology-and-pharmacology/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
23.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/international-journal-of-hyperthermia/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
24.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/pflugers-archiv/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
25.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/basic-research-in-cardiology/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
26.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/physiological-and-biochemical-zoology/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
27.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-insect-physiology/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
28.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/circulation-research/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
29.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/the-journal-of-neuroscience/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
30.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/archaea/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
31.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/nigerian-journal-of-physiological-sciences/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
32.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-evolutionary-biochemistry-and-physiology/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
33.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/cellular-physiology-and-biochemistry/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
34.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/plant-physiology-and-biochemistry/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
35.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-plant-nutrition/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
36.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/comparative-biochemistry-and-physiology-part-d-genomics-and-proteomics/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
37.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/turkish-journal-of-biology/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
38.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/american-journal-of-physiology-renal-physiology/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
39.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/mycologia/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
40.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/canadian-journal-of-physiology-and-pharmacology/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
41.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/physiology/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
42.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-physiological-sciences/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
43.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/american-journal-of-physiology-endocrinology-and-metabolism/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
44.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/marine-and-freshwater-behaviour-and-physiology/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
45.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/international-journal-of-physiology-pathophysiology-and-pharmacology/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
46.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/frontiers-in-integrative-neuroscience/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
47.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/bioelectromagnetics/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
48.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/physiological-entomology/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
49.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-membrane-biology/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
0.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/clinical-and-experimental-hypertension/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
1.0;['n/a'];['n/a'];['n/a'];2.0;2.0;2 days;4.0;5.0 mnths;['n/a'];['n/a'];https://scirev.org/journal/journal-of-molluscan-studies/;['n/a'];['n/a'];['n/a'];['n/a'];5.0 ;5.0;6.0 mnths;['n/a']
2.0;['n/a'];['n/a'];['n/a'];3.5;2.5;;2.0;3.3 mnths;['n/a'];['n/a'];https://scirev.org/journal/animal/;['n/a'];['n/a'];['n/a'];['n/a'];4.0 ;4.0;4.2 mnths;['n/a']
3.0;['n/a'];['n/a'];['440'];2.5;2.5;;1.0;1.2 mnths;[];['24'];https://scirev.org/journal/journal-of-experimental-biology/;['Editor'];['no'];['n/a'];['optional'];5.0 ;3.5;1.9 mnths;[]
4.0;['n/a'];['n/a'];['525'];2.0;2.0;;3.5;2.7 mnths;['0.93'];['102'];https://scirev.org/journal/zookeys/;['$0'];['yes'];['600'];['open access'];3.0 ;3.0;5.8 mnths;['Editor']
5.0;['15'];['35'];['83'];1.0;2.0;63 days;2.0;2.0 mnths;[];['n/a'];https://scirev.org/journal/excli-journal/;['n/a'];['no'];['551'];['open access'];5.0 ;4.0;2.1 mnths;[]
6.0;['n/a'];['n/a'];['n/a'];3.0;2.0;;0.0;1.3 mnths;['n/a'];['n/a'];https://scirev.org/journal/acta-chiropterologica/;['n/a'];['n/a'];['n/a'];['n/a'];5.0 ;5.0;1.9 mnths;['n/a']
7.0;['30'];['37'];['65'];3.0;2.0;;4.0;7.0 mnths;['1.82'];['4'];https://scirev.org/journal/condor/;['$100'];['yes'];['246'];['optional'];5.0 ;4.0;7.6 mnths;['Editorial board']
8.0;['n/a'];['n/a'];['n/a'];2.0;2.0;;0.0;1.1 mnths;['n/a'];['n/a'];https://scirev.org/journal/zoological-letters/;['n/a'];['n/a'];['n/a'];['n/a'];5.0 ;5.0;1.4 mnths;['n/a']
9.0;['n/a'];['n/a'];['n/a'];2.0;2.0;;1.0;1.2 mnths;['n/a'];['n/a'];https://scirev.org/journal/zoologischer-anzeiger/;['n/a'];['n/a'];['n/a'];['n/a'];4.0 ;3.0;1.4 mnths;['n/a']
10.0;['n/a'];['n/a'];['n/a'];2.0;2.0;;3.0;2.3 mnths;[];['n/a'];https://scirev.org/journal/evolutionary-ecology/;['n/a'];['n/a'];['n/a'];['n/a'];3.0 ;3.0;2.8 mnths;[]
11.0;['n/a'];['n/a'];['n/a'];3.0;2.0;;5.0;0.2 mnths;['n/a'];['n/a'];https://scirev.org/journal/zoology-in-the-middle-east/;['n/a'];['n/a'];['n/a'];['n/a'];5.0 ;5.0;0.6 mnths;['n/a']
12.0;['n/a'];['n/a'];['n/a'];2.0;1.0;;;2.1 mnths;['2.04'];['6'];https://scirev.org/journal/arthropod-structure-and-development/;['n/a'];['no'];['n/a'];['optional'];5.0 ;5.0;2.1 mnths;['1.65']
13.0;['n/a'];['n/a'];['n/a'];2.0;2.0;;4.0;2.3 mnths;['n/a'];['n/a'];https://scirev.org/journal/ibis/;['n/a'];['n/a'];['n/a'];['n/a'];3.0 ;2.0;4.6 mnths;['n/a']
